EndDate,IPAddress,Duration in minutes,Q1,Q2,Regions,Region.North,Region.Delta,Region.Central,Region.South,"Counties with ""multiple""",Q5_19_TEXT,Q3_1,Acre Ranges,Q3_2,Q4_1,Q4_2,,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_2,Water Source,Q16_4_TEXT,Highest/Lowest Price,Highest Price,Pricex100,,Lowest Price,Water +CC Comments,Q12,Q13,Q14,Q15,Q16,Q17,PPH Comments,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_3,Q20,Q21,AB Bee BMP Comments,Q22,Q23,Certification Comments,Q24,Q25,Who Supplied Bees,Q40_6_TEXT,Q26_1,Q26_2,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Pollination Comments,Q31,Q32,Q52,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity
12/18/19 14:44,74.112.197.149,13.92,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,100,Medium,180,0,280,FALSE,Owner of the almond orchard(s),No,,,No,Increased risk of frost damage,None of these are incentives,,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,No,"Lack of available land,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat",Decreased rental fee for managed bee colonies,,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,160,,Prefer not to answer,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Moderate concern,,25-34 years old,Male,,,
12/18/19 15:24,107.77.212.203,5.3,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,50,Medium,0,50,0,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,Yes,4-7%,Very Satisfied,NA,"Effort/time to manage it,Cost to plant and maintain it,Availability of water",Supporting native pollinators,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Usually,Usually,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom",,Moderate interest,A cost-share program that would cover some of the costs of meeting the certification standards,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,275,,A fair price,Very satisfied,,Moderate concern,Strong concern,Moderate concern,Moderate concern,Moderate concern,,25-34 years old,Male,,,
12/18/19 17:38,166.216.158.67,8.78,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,200,Medium,0,220,0,TRUE,Farm manager,Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,NA,"Availability of water,Expense of water,Incompatibility with irrigation system(s)",,Prefer not to answer,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,Yes,4-7%,Somewhat Satisfied,NA,"Expense of water,Availability of water",None of these are incentives,,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,The amount of ground your operation's applicator can cover in the late afternoon or at night,Processor/handler request to implement Almond Board's Bee BMPs,,Moderate interest,None of these are incentives,,Our orchards were not mature enough for bee pollination,,,,,,,,Inexpensive,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,25-34 years old,Female,,,
12/18/19 17:43,107.77.212.25,4.42,Farm manager (not owner),Fresno,South,0,0,0,1,Fresno,,5,Small,1,6,0,TRUE,Beekeeper,No,,,No,Inadequate soil type for cover crops,Prefer not to answer,,Groundwater,,Highest Price,N/A,.,,,,Yes,1-3%,Very Satisfied,NA,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants",,Always,Sometimes,Always,Always,Always,Always,Always,Usually,Always,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom",,Strong interest,Price premium from handler/processor/distributer,,We supplied all of our own bee pollination,,,,,,,,Too expensive,Moderate concern,Moderate concern,Strong concern,Strong concern,Strong concern,,25-34 years old,,,,
12/18/19 17:45,74.112.197.149,11.58,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,200,Medium,100,200,100,TRUE,"Owner of the almond orchard(s),Farm manager,Affiliated PCA (with an agricultural retailer),Pesticide applicator,Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,NA,"Availability of water,Expense of water,Increased risk of frost damage",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",,,Not sure/prefer not to answer,,,,,cover crops seem to promote burrowing pests,No,,,Not sure,"Effort/time to manage it,Physical interference with operations,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,We already practice most or all of the Bee BMPs",,Moderate interest,None of these are incentives,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,165,8,Too expensive,Very satisfied,,Strong concern,Strong concern,Moderate concern,Moderate concern,Moderate concern,,55-64 years old,Male,,,
12/18/19 18:18,216.84.210.5,20.88,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,96,Medium,0,96,0,TRUE,Owner of the almond orchard(s),No,,,Yes,Physical interference with operations,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",,Surface water,,Lowest Price,,,,15,,No,,,No,Lack of available land,None of these are incentives,,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,180,8,A fair price,Very satisfied,,Strong concern,Strong concern,Moderate concern,Not a concern,Not a concern,,65-74 years old,Male,,,
12/18/19 18:42,172.58.39.160,4.95,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,30,Small,5,45,10,TRUE,Farm manager,Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,NA,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Increased risk of frost damage",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covered the cost of cover crop seeds,Private cost-share program that covered the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Groundwater,,Not sure/prefer not to answer,,,,,,No,,,No,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented some bees and supplied some of our own,"Near your orchard(s): from the same county or a neighboring county,Out of state",Bee broker,,185,8,Inexpensive,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,25-34 years old,Male,,,
12/19/19 1:16,172.58.39.160,5.85,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,18,Small,2,20,0,TRUE,Beekeeper,Yes,Directly from seed company,Very Satisfied,NA,Cost of seeds,,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",Groundwater,,Not Applicable,,,,,,No,,,Yes,Lack of information about how to grow permanent pollinator habitat,Supporting native pollinators,,Sometimes,Sometimes,Always,Always,Always,Always,Effort made,Effort made,Effort made,Prefer not to answer,"The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,No interest,None of these are incentives,,We supplied all of our own bee pollination,,,,,,,,A fair price,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,55-64 years old,Male,,,
12/19/19 12:11,172.58.39.160,5.03,Farm manager (not owner),Tulare,South,0,0,0,1,Tulare,,72,Medium,6,79,0,TRUE,"Owner of the almond orchard(s),Beekeeper",No,,,Not sure,Physical interference with operations,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,"Highest Price,Lowest Price",50,5000,,30,,Not sure,,,Yes,"Labor to plant and maintain it,Cost to plant and maintain it,Lack of information about how to grow permanent pollinator habitat,Increased risk of frost damage","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Sometimes,Sometimes,Always,Usually,Usually,Usually,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,"California, but not a neighboring county",Bee broker,,195,6,A fair price,Somewhat satisfied,,Moderate concern,Strong concern,Moderate concern,Moderate concern,Moderate concern,,45-54 years old,Male,,,
12/19/19 13:08,172.58.37.227,7.9,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,25,Small,10,35,0,TRUE,"Beekeeper,Bee broker",Yes,Directly from seed company,Very Satisfied,NA,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations",,"Private cost-share program that covered the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Groundwater,,Not Applicable,,,,,,Yes,<1%,Somewhat Satisfied,NA,"Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Safety issues involved in making nighttime applications",We already practice most or all of the Bee BMPs,,Strong interest,"A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We supplied all of our own bee pollination,,,,,,,,A fair price,Strong concern,Moderate concern,Strong concern,Strong concern,Strong concern,,35-44 years old,Male,,,
12/19/19 14:35,148.59.208.97,15.02,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,160,Medium,0,160,0,TRUE,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer)",No,,,Not sure,"Effort/time to manage it,Labor to grow/maintain it,Availability of equipment needed to plant seeds,Increased risk of frost damage,Limited time for planting due to competing operations",Increased strength of bee colonies during bloom,,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,Not sure,"Lack of available land,Effort/time to manage it","Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,The amount of ground your operation's applicator can cover in the late afternoon or at night","The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,170,8,A fair price,Very satisfied,,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Not a concern,,35-44 years old,Male,,,
12/19/19 21:09,69.80.252.81,8.8,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,250,Large,35,220,65,TRUE,Owner of the almond orchard(s),No,,,Not sure,"Effort/time to manage it,Cost of equipment needed to plant seeds,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,25,2500,,,,No,,,No,"Lack of available land,Effort/time to manage it,Cost to plant and maintain it","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,150,6,Too expensive,Very satisfied,,Strong concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,35-44 years old,Male,,,
12/20/19 0:49,172.58.37.227,4.25,Farm manager (not owner),Fresno,South,0,0,0,1,Fresno,,5,Small,1,7,1,TRUE,Beekeeper,No,,,Yes,Cost of equipment needed to plant seeds,"Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Groundwater,,"Highest Price,Lowest Price",200,20000,,150,,Not sure,,,Not sure,Prefer not to answer,9,,Always,Always,Always,Always,Always,Always,Usually,Always,Always,Limited communication with contracted beekeeper/s during bloom,None of these are incentives,,No interest,Increasing the strength of bee colonies during bloom,,We rented all our bees,"California, but not a neighboring county",Bee broker,,190,8,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Not a concern,,25-34 years old,Female,,,
12/20/19 9:07,216.84.210.5,17.07,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,12,Small,0,12,0,TRUE,Owner of the almond orchard(s),No,,,Yes,Physical interference with operations,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Groundwater,,Lowest Price,,,,60,,No,,,No,Lack of available land,None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Supporting native pollinators",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,180,8,A fair price,Somewhat satisfied,,Strong concern,Moderate concern,Moderate concern,Moderate concern,Not a concern,,65-74 years old,Female,,,
12/20/19 15:05,172.58.37.227,3.28,Farm manager (not owner),Colusa,North,1,0,0,0,Colusa,,95,Medium,10,105,0,TRUE,"Pesticide applicator,Bee broker",Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,NA,We have no concerns about cover crops,,None of these were incentives,Surface water,,Not sure/prefer not to answer,,,,,,No,,,Not sure,We have no concerns about permanent habitat,Decreased rental fee for managed bee colonies,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,We rented all our bees,"California, but not a neighboring county",Bee broker,,200,8,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,35-44 years old,Male,,,
12/20/19 16:40,172.58.37.227,6.37,"Owner, not responsible for day-to-day management","Stanislaus,Madera",Central,0,0,1,0,Multiple,,230,Large,18,215,38,TRUE,"Affiliated PCA (with an agricultural retailer),Pesticide applicator",No,,,Not sure,"Effort/time to manage it,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,"Highest Price,Lowest Price",60,6000,,50,,Yes,4-7%,Somewhat Satisfied,NA,"Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Fire danger from vegetation,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Usually,Always,"Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night","The ability to attract high-quality beekeepers for almond bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer",,We rented some bees and supplied some of our own,Out of state,Contracted beekeeper,,185,6,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Moderate concern,,25-34 years old,Male,,,
12/20/19 18:31,172.58.37.227,7.27,"Owner, not responsible for day-to-day management",San Joaquin,Central,0,0,1,0,San Joaquin,,39,Small,3,41,1,TRUE,"Owner of the almond orchard(s),Farm manager,Beekeeper",No,,,Yes,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Not Applicable,,,,,,Not sure,,,Yes,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Lack of information about how to grow permanent pollinator habitat,Availability of water,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Fire danger from vegetation,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We supplied all of our own bee pollination,,,,,,,,A fair price,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,35-44 years old,Male,,,
12/20/19 18:41,166.216.158.167,10.18,Farm manager (not owner),San Joaquin,Central,0,0,1,0,San Joaquin,,65,Medium,10,75,0,TRUE,"Affiliated PCA (with an agricultural retailer),Pesticide applicator,Beekeeper",Yes,Directly from seed company,Not Satisfied,NA,Increased risk of frost damage,,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,,Highest Price,40,4000,,,,No,,,Not sure,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Physical interference with operations","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants",,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Usually,Always,Usually,We had no challenges adopting the Almond Bee BMPs in 2019,Prefer not to answer,,Moderate interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We supplied all of our own bee pollination,,,,,,,,Too expensive,Moderate concern,Moderate concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Female,,,
12/21/19 10:52,107.77.211.109,3.08,Farm manager (not owner),Tulare,South,0,0,0,1,Tulare,,40,Small,5,45,0,TRUE,"Pesticide applicator,Bee broker",No,,,Yes,Physical interference with operations,"Decreased rental fee for managed bee colonies,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Groundwater,,"Highest Price,Lowest Price",40,4000,,30,,Not sure,,,Yes,"Physical interference with operations,Lack of information about how to grow permanent pollinator habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Usually,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Limited communication with contracted beekeeper/s during bloom",We already practice most or all of the Bee BMPs,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,"California, but not a neighboring county",Bee broker,,195,8,A fair price,Very satisfied,,Strong concern,Strong concern,Moderate concern,Strong concern,Strong concern,,45-54 years old,Female,,,
12/21/19 18:00,172.58.39.177,3.22,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,7,Small,1,8,0,TRUE,Pesticide applicator,No,,,Not sure,Prefer not to answer,"Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",,Groundwater,,Not sure/prefer not to answer,,,,,,Not sure,,,Yes,"Physical interference with operations,Lack of information about how to grow permanent pollinator habitat",None of these are incentives,,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Labor costs to apply pesticides/fungicides in the afternoon or evening,"The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Strong interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label",,We supplied all of our own bee pollination,,,,,,,,A fair price,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,35-44 years old,Male,,,
12/21/19 18:26,172.58.39.177,8.15,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,40,Small,10,50,0,TRUE,"Farm manager,Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,NA,"Availability of equipment needed to plant seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covered the cost of cover crop seeds,Private cost-share program that covered the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Groundwater,,Highest Price,50,5000,,,,Yes,4-7%,Very Satisfied,NA,"Incompatibility with irrigation system(s),Availability of water,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Fire danger from vegetation","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,"Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Bee broker,,185,6,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,35-44 years old,Male,,,
