EndDate,IPAddress,Duration (in seconds),Duration (in mins),DistributionChannel,RoleOperation,Regions,Tehama,Butte,Glenn,Colusa,Yuba,Sutter,Yolo,Solano,San Joaquin,Stanislaus,Madera,Merced,Fresno,Kings,Tulare,Kern,Sacramento,TotalYieldBearing,NonYieldBearing,TotalOwn,TotalLease,Pollination_Owner,Pollination_FM,Pollination_IndependentPCA,Pollination_AffiliatedPCA,Pollination_Pesticide,Pollination_Beekeeper,Pollination_BeeBroker,GrownCC,Fed_CostShare,Private_CostShare,SeedCompany,PCA/CCA,CC_Satisfaction,CC_Interest,ConcernCC_WaterAvailability,CC_WaterExpense,CC_IrrigationSystem,CC_EffortTime,CC_Labor,CC_EquipmentCost,CC_EquipmentAvailability,CC_SeedCost,CC_SoilType,CC_FrostDamage,CC_SupportPest,CC_CompetingOperations,CC_PhysicalInterference,CC_NoConcern,CC_PreferNotAnswer,FutureIncentivesCC_AssociatedNonPollination,FutureCC_DecreasedRentalFee,FutureCC_FedCostShare,FutureCC_PrivateCostShare,FutureCC_Equipment,FutureCC_BeeStrength,FutureCC_None,FutureCC_PreferNoAnswer,PastCCIncentives_AssociatedNonPollination,PastCC_DecreasedRentalFee,PastCC_FedCostShare,PastCC_PrivateCostShare,PastCC_Equipment,PastCC_BeeStrength,PastCC_None,PastCC_PreferNoAnswer,Irrigation_Flood,Irrigation_Micro,Irrigation_Solid,Irrigation_Single,Irrigation_Double,Irrigation_PreferNoAnswer,WaterSource,WaterSourceOther,WaterBoxH,WaterBoxL,NotApplicaple,NotSure,HighestWaterPrice,LowWaterPrice,CC_Comments,GrownPPH,PercentPPH,PPHSatisfaction,PPHInterest,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_15,Q24_16,Q25_1,Q25_4,Q25_3,Q25_5,Q25_6,Q25_8,Q25_11,Q26,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_10,Q30_11,Q31_1,Q31_2,Q31_3,Q31_4,Q31_9,Q31_6,Q31_8,Q32,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_8,Q35_11,Q35_12,Q36,Q38,Q39_1,Q39_2,Q39_3,Q39_6,Q40_3,Q40_2,Q40_4,Q40_6,Q40_8,Q40_6_TEXT,Q41_4,Q41_5,Q42,Q43,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46,Q50,Q51,Q52,Q53,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity,Q40_6_TEXT - Sentiment Score,Q40_6_TEXT - Sentiment,Q40_6_TEXT - Topic Sentiment Label,Q40_6_TEXT - Topic Sentiment Score,Q40_6_TEXT - Topics
12/12/19 14:16,185.236.200.30,249,4.15,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,5,25,0,,1,,,,,,2,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,6,,,2,,,,1,,,,,,,,,,,,,,,,1,,,,8,8,8,8,10,8,2,3,3,1,,,,,,,,,,,,1,,,,3,,,1,,,,,,,,6,,,,,,,,,,,,,,,2,2,3,3,2,2,,4,1,,1,,,,,,,
12/12/19 14:24,174.222.129.85,472,7.87,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,60,0,60,0,,,1,,,,,1,,,,1,6,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,3,,1,,,,75,,,6,,,8,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,10,10,10,10,8,8,3,3,3,,,1,,,,,,1,,1,1,,,,,3,1,1,,1,,1,1,,,,1,,,1,,,1,,,,,,,5,2,,3,3,3,3,3,,2,1,,1,,,,,,,
12/12/19 14:29,107.77.214.95,760,12.67,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,100,50,150,0,,,,1,,,,1,,,,1,6,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,,,,1,,,,,3,,1,,,,75,,,6,,,8,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,,1,,,,,1,1,1,1,,,,,3,1,1,,1,1,1,1,,,,1,,,1,,,1,,,,,,,5,2,,3,3,3,3,3,,2,1,,1,,,,,,,
12/12/19 18:37,212.103.49.86,553,9.22,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,50,5,60,10,,1,,,,,,2,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,2,,,,,1,,,,6,,,2,,,1,,,,,,,,,,,,,1,,,,,,,,10,10,10,10,10,8,3,3,3,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,1,,1,,,1,,,,,,185,8,2,4,,3,3,3,3,2,,3,6,,1,,,,,,,
12/12/19 19:32,75.113.127.173,180731,3012.18,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,35000,2000,35000,0,,1,,,,,,1,,1,,,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,1,1,,3,,1,1,,,800,250,,6,,,1,,,1,1,,1,,,,,1,,,,,,,1,,1,,,,7,10,8,8,8,8,2,3,3,,,,1,1,,,,1,,1,1,,,,,3,,,,1,1,,,,,,2,,,1,,1,,,,,,220,8,3,4,,3,3,3,3,3,,3,2,,1,,,,,,,
12/12/19 20:32,73.48.195.205,925,15.42,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1500,85,0,0,,1,,,,,,2,,,,,,1,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,1,,,1,,3,,,,,1,,,,6,,,1,,,,1,,,,,1,,1,,1,,,1,1,1,1,1,,,,7,8,10,10,10,10,3,3,3,,,,,1,,,,,,,,,,1,,4,1,1,1,1,1,1,,,,,1,,,1,,1,1,,,,,,,2,2,,2,2,2,2,2,,2,1,,1,,,,,,,
12/12/19 21:18,174.222.6.250,1372,22.87,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1500,80,1000,580,,1,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,3,,1,1,,,300,200,,6,,,2,1,1,1,1,,1,,,1,,1,,1,,,,,,,,1,,,8,10,10,8,7,7,3,3,3,,1,,,,1,,,,,1,1,,,,,1,,,,,,1,,,,,1,,1,,,,1,,,,,35,9,3,4,,3,2,3,3,3,,4,1,,1,,,,,,,
12/12/19 23:03,73.66.202.172,853,14.22,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1900,0,0,1900,,1,,,,,,2,,,,,,1,1,,,1,1,1,1,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,1,,,1,,3,,,,,1,,,,1,8,6,,1,1,1,1,,,,1,1,,,,,,,1,1,1,1,,,,,10,10,10,10,7,7,1,3,3,,,,,,1,,,,1,,1,,,,,4,1,,1,1,,1,,,,,1,,,1,,1,1,,,,,195,7-Jun,3,2,,3,3,3,3,3,,2,1,,1,,,,,,,
12/12/19 23:15,73.66.202.172,581,9.68,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1700,80,0,1700,,1,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,3,,,,,1,,,,6,,,8,,,1,,,,,,,,,,,,,1,1,1,,,,,,8,10,10,10,8,8,3,3,3,,,,,,1,,,,,,1,,,,,4,,,1,1,,,,,,,1,,,1,,1,1,,,,,200,8-Jul,3,2,,3,3,3,3,3,,2,1,,1,,,,,,,
12/12/19 23:16,73.66.202.172,858,14.3,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1200,40,0,1200,,1,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,3,,,,,1,,,,1,8,5,,,,,,,,,,1,,,,,,,,1,,,,,,,10,10,10,8,7,10,3,3,3,,,,,,1,,,,,,1,,,,,4,,,1,1,,,,,,,2,,,1,,1,1,,,,,200,7,3,2,,3,3,3,3,3,,2,2,,1,,,,,,,
12/13/19 2:22,47.32.188.172,470,7.83,anonymous,3,South,,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,15,2,25,10,1,1,,,,1,,1,,1,1,,6,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,3,,,,,1,,,,7,,,2,,,1,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,3,3,3,,,,,,,,1,,1,1,1,,,,,3,1,,,1,,,1,,,,2,1,1,,,1,,,,,,,,5,4,,3,3,3,3,3,,5,1,,1,,,,,,,
12/13/19 11:22,73.12.238.68,260,4.33,anonymous,2,Delta,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,50,500,0,,,,1,,,,1,,1,,,5,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,1,1,,,,1,,1,,,3,,,,,1,,,,6,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,8,8,8,10,10,8,3,3,3,1,,1,,,,,,1,,,,,,,,3,1,,,1,,,,,,,2,1,,,,,1,,,,,,,5,6,,2,3,3,3,2,,2,1,,1,,,,,,,
12/13/19 12:20,107.77.214.95,386,6.43,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,200,0,200,0,,,,1,1,,,2,,,,,,1,,1,,1,1,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,3,,,,,1,,,How much water is the cover crops going to use and can we depend on rainfall ,6,,,8,,1,1,1,,,1,,,,,,,,,1,,,,,,,,8,8,10,8,8,8,2,2,3,1,,,,,1,,,1,,1,,,,,,3,1,,,,,,,,,,1,,,1,,1,,,,,,,,5,4,,3,3,3,3,3,,3,1,,1,,,,,,,
12/13/19 13:07,209.194.88.82,257,4.28,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6512,2000,8512,0,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,1,,1,,,,,1,,,,6,,,2,,,,,,,,,,,,,,1,,,,,,1,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,1,,,,,,3,,1,,,,,1,,,,1,,,1,,1,,,,,,,,5,2,,2,2,3,2,2,,2,1,,1,,,,,,,
12/13/19 13:26,98.252.80.93,755,12.58,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1500,80,1000,2,,1,,,,,,2,,,,,,6,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,1,,1,,2,,,,,1,,,,1,10,5,,1,,,,,,,,,1,1,,,,,,1,,1,1,,,,10,7,8,8,8,10,1,2,3,1,,,,1,,,,,,,,,1,,,3,,,,1,1,,1,,,,3,,,,,,,,,,,,,,,,3,2,1,2,3,,3,6,,2,,,,,,,
12/13/19 16:42,47.27.192.99,1410,23.5,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,2,5,1,1,1,1,,1,1,1,1,1,,1,,5,,1,1,1,1,1,,,1,1,,1,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,3,,,,,1,,,,6,,,1,,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,8,10,10,8,8,10,2,3,3,1,,,1,1,,,,,,1,,1,,,,3,,1,1,1,,1,1,,,,1,1,1,,,1,1,1,,,,175,8,2,4,,3,3,3,3,3,,4,1,,1,,,,,,,
12/13/19 20:01,172.58.35.141,291,4.85,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,0,,,,,,1,,1,,,1,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,2,,,,1,,,,,6,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,8,8,10,8,10,8,3,3,3,,,,,1,,,,,,,,1,,,,3,,,,,,1,,,,,2,1,,,,,1,,,,,195,6,1,4,,3,3,3,3,3,,3,1,,1,,,,,,,
12/14/19 6:16,172.58.39.195,235,3.92,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,45,5,60,5,,,,,,1,,2,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,3,,,,1,,,,,1,11,6,,,,,,,,,,,1,,,,,,1,,,,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,,1,,,3,1,1,,1,,,,,,,1,1,1,1,,,1,,,,,195,7,2,2,,3,3,3,3,3,,2,1,,1,,,,,,,
12/15/19 18:29,135.180.119.31,509,8.48,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20,5,2,2,1,,,,,,,2,,,,,,6,1,1,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,3,,,,,1,,,,7,,,8,,1,,,,,,,1,,,1,,,,,,1,1,1,,,,8,8,7,7,8,8,1,1,2,1,,1,1,,,,,1,,,,,,,,3,1,1,1,,,,,,,,6,,,,,,,,,,,,,,,2,2,3,2,2,2,,4,2,,1,,,,,,,
12/15/19 23:42,172.58.39.195,302,5.03,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,2,22,0,1,,,,,,,2,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,,,,,1,,,,7,,,8,,,,,,1,,,,,,,,,,,,1,1,,,,,10,10,10,8,10,10,3,3,3,,,,,,,1,,,,,,1,,,,1,1,1,,,,,,,,,1,,1,,,1,,,,,,160,5,1,2,,3,3,3,3,2,,2,2,,1,,,,,,,
12/16/19 8:22,216.84.203.190,756,12.6,qr,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,115,20,135,0,,,,1,,1,,1,,1,1,,6,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,1,1,1,,,1,1,,,,,3,,1,1,,,271,18,,6,,,1,,1,1,,,,,,1,,,,,,,1,1,1,1,1,,,,8,10,10,10,10,10,1,3,2,,,,1,,,,,1,1,1,1,1,,,,4,1,1,1,1,1,1,1,,,,2,,,1,,1,,,,,,180,7-Jun,2,4,,3,3,3,3,3,,4,2,,1,,,,,,,
12/16/19 11:32,104.254.102.242,397,6.62,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6000,0,0,0,,1,1,,,,,2,,,,,,1,,,,,,,,,,1,1,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,,2,,,,1,,,,,1,8,6,,,,,,,,,,,,,,,1,,,,,,,1,,,10,10,8,8,8,8,3,3,3,1,,1,,,,,,,1,,1,,,,,3,,,,1,,,,,,,1,,,1,,1,,,,,,210,185,3,4,,2,2,2,2,2,,2,1,,1,,,,,,,
12/17/19 5:18,80.194.85.207,680,11.33,anonymous,2,North,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,1500,6000,1000,,1,,,,1,,1,,1,1,,5,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,3,,1,,,,80,,,1,9,6,,1,1,,,,,,,,,,,,,,1,1,1,1,,,,,7,10,8,8,10,10,3,3,3,1,,,,1,1,,,,,,,1,,,,3,1,1,,,1,,,,,,1,1,,1,,1,,,,,,195,6,2,4,,2,2,2,3,1,,5,1,,2,,,,,,,
12/18/19 8:34,107.77.230.34,1207,20.12,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14000,3000,12000,0,1,1,,,,,,2,,,,,,6,1,1,1,1,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,1,1,,3,,,,1,,,,,6,,,8,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,7,10,10,10,8,10,1,3,3,,,,,,,1,,1,,,1,1,,,,6,1,,,1,,1,,,,,1,,1,1,,1,,,,,,,,2,4,,3,1,1,3,1,,4,1,,2,,,,,,,
12/18/19 12:13,64.203.122.170,2390,39.83,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,420,0,420,0,,1,,,1,1,,2,,,,,,6,,,,,1,,,,,,,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,2,,,,1,,,,"Until we switch to either drip or sprinkler irrigation on upcoming replants, cover crops will not be used; also, I am unaware of cover-crop practices within almond orchards - assuming cover-crop refers to a harvested crop. We routinely have a variety of grasses year round in each row.",1,8,5,,1,,,,1,,1,,,,1,,1,,,,,1,1,1,,,"Unsure if flood irrigation would allow for this or if certain pesticides would damage the pollinators; would certain herbicides cause issues? Lack of information is probably the lead factor here. However, outside of the orchard, there is not a lot of land available.",10,10,10,10,10,10,3,3,3,,,,,,,1,,,,1,,1,,,Seems to me that the BMPs are common courtesy; we utilized these practices over a decade ago.,1,1,1,,1,1,,1,,,"To some extent, I am having issues understanding why some of the practices for the bee-friendly certification program are needed; we rent bee colonies for a few weeks to just barely over a month - depending on what our bee-keeper needs etc. The blooms go away and the bees go to their next job elsewhere. I feel it is our responsibility to care for them while they are here - water, almond pollen, safe-sprays (etc.), and any bee-keeper recommendations. ",1,1,1,,,1,,,,,,230,8,3,4,,2,3,2,1,1,"In regards to ""not a concern"" for ""lack of skilled beekeepers"" and ""loss of native pollinators"":
We have a skilled beekeeper - I am aware there are beekeepers whom do not meet their promised average frames at the start of bloom - but is that lack of skill or deception.
The loss of native pollinators has never been on my radar - however, I do not often see pollinators year-round.",2,1,,1,,,,,,,
12/18/19 14:44,74.112.197.149,835,13.92,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,100,180,0,280,1,,,,,,,2,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,3,,,,,1,,,,6,,,2,1,,,,,,,,,,,,1,,,,,1,,,,,,10,10,10,10,10,10,3,3,3,,,,1,,,,,,,1,1,,,,,3,,1,,1,,1,1,,,,1,,,1,,1,,,,,,160,,5,2,,3,3,3,3,2,,2,1,,1,,,,,,,
12/18/19 15:24,107.77.212.203,318,5.3,qr,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,50,0,50,0,1,,,1,,,,2,,,,,,6,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,3,,,,,1,,,,1,10,6,,,,1,1,,,,,1,,,,,,,,,,,1,,,,8,8,8,8,8,8,2,2,2,,,,,,,1,,1,,1,,,,,,3,,,1,,,,,,,,1,,1,,,1,,,,,,275,Not sure ,2,4,,2,3,2,2,2,,2,1,,1,,,,,,,
12/18/19 17:38,166.216.158.67,527,8.78,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,200,0,220,0,,1,,,,,,1,,1,,,5,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,1,,,,1,10,5,,,,,,,,,1,1,,,,,,,,,,,,1,,,8,8,10,8,8,10,3,3,3,,,,,1,,,,,1,,,,,,,3,,,,,,,,1,,,6,,,,,,,,,,,,,,,1,3,3,3,3,3,,2,2,,1,,,,,,,
12/18/19 17:43,107.77.212.25,265,4.42,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,6,0,,,,,,1,,2,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,1,,,,2000,,,1,9,6,,,,,,,,1,,,,,,,,,1,1,,,,,,,10,8,10,10,10,10,3,2,3,,,,1,1,,,,1,1,1,,,,,,4,,,,,,1,,,,,3,,,,,,,,,,,,,,,3,2,2,3,3,3,,2,,,1,,,,,,,
12/18/19 17:45,74.112.197.149,695,11.58,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,200,100,200,100,1,1,,1,1,1,,1,,,1,,5,,1,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,1,,,cover crops seem to promote burrowing pests,6,,,8,,,1,,,1,,,,1,1,,,,,,,,,,1,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,,1,,1,,,,3,,,,,,,,1,,,1,,1,,,1,,,,,,165,8,3,4,,3,3,2,2,2,,5,1,,1,,,,,,,
12/18/19 18:18,216.84.210.5,1253,20.88,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,96,0,96,0,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,1,1,,1,,1,,,,,,,,,,,,,1,,,,1,,,1,,,,15,,6,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,10,10,10,8,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,1,1,1,1,,,,,,,1,1,,,,1,,,,,,180,8,2,4,,3,3,2,1,1,,6,1,,1,,,,,,,
12/18/19 18:42,172.58.39.160,297,4.95,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30,5,45,10,,1,,,,,,1,,1,,,6,,1,1,,1,1,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,1,,2,,,,,1,,,,6,,,2,,,,,,,,,,,,,,1,,1,1,1,1,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,1,1,1,1,1,1,1,,,,2,1,,1,,,1,,,,,185,8,1,4,,3,3,3,3,3,,2,1,,1,,,,,,,
12/19/19 1:16,172.58.39.160,351,5.85,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,18,2,20,0,,,,,,1,,1,,,1,,6,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,2,,,,1,,,,,6,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,8,8,10,10,10,10,1,1,1,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,,5,1,,1,,,,,,,
12/19/19 12:11,172.58.39.160,302,5.03,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,72,6,79,0,1,,,,,1,,2,,,,,,6,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,1,,,3,,1,1,,,50,30,,7,,,1,,1,,1,,,1,,,1,,,,,,,,1,1,1,,,,10,10,10,8,8,10,2,2,2,1,1,1,1,1,1,,,1,1,1,1,,,,,3,1,1,,1,1,1,1,,,,1,,1,,,,1,,,,,195,6,2,2,,2,3,2,2,2,,4,1,,1,,,,,,,
12/19/19 13:08,172.58.37.227,474,7.9,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,25,10,35,0,,,,,,1,1,1,,,1,,6,,1,1,,1,1,,,,1,1,,1,1,,,,,,,,,,,,,,1,1,1,,,1,,,,,,2,,,,1,,,,,1,8,5,,,,1,1,1,,,,,,1,,,,,1,1,1,1,,,,,8,10,10,8,8,8,3,3,3,1,1,1,,,1,,,,,,,1,,,,4,,,1,1,1,1,1,,,,3,,,,,,,,,,,,,,,2,3,2,3,3,3,,3,1,,1,,,,,,,
12/19/19 14:35,148.59.208.97,901,15.02,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,160,0,160,0,1,,1,,,,,2,,,,,,6,,,,1,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,3,,,,,1,,,,6,,,8,1,,1,,,,,,,,,,,,,,,,1,1,,,,10,10,10,8,10,10,3,3,3,1,,,,1,,,,1,,1,,,,,,3,1,1,,1,1,,1,,,,1,,,1,,1,,,,,,170,8,2,4,,2,2,2,2,1,,3,1,,1,,,,,,,
12/19/19 21:09,69.80.252.81,528,8.8,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,250,35,220,65,1,,,,,,,2,,,,,,6,,,,1,,1,,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,3,,1,,,,25,,,6,,,2,1,,1,1,,,,,,,,,,,,,,1,1,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,1,1,1,1,,,,3,,1,,1,,,,,,,1,,1,,,1,,,,,,150,6,3,4,,3,2,2,2,2,,3,1,,1,,,,,,,
12/20/19 0:49,172.58.37.227,255,4.25,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,7,1,,,,,,1,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,2,,1,1,,,200,150,,7,,,8,,,,,,,,,,,,,,,1,,,,,,,,,10,10,10,10,10,10,2,3,3,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,1,,,,1,,,,,190,8,2,4,,3,3,3,3,1,,2,2,,1,,,,,,,
12/20/19 9:07,216.84.210.5,1024,17.07,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,0,12,0,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,,,,,,,,,,1,1,,,,2,,,1,,,,60,,6,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,,1,1,,,,,3,1,1,1,1,1,,1,,,,1,1,,,,1,,,,,,180,8,2,2,,3,2,2,2,1,,6,2,,1,,,,,,,
12/20/19 15:05,172.58.37.227,197,3.28,anonymous,3,North,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,10,105,0,,,,,1,,1,1,,1,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,1,,,,6,,,8,,,,,,,,,,,,,,1,,,,1,,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,1,1,,1,,,,,,,1,,1,,,,1,,,,,200,8,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
